entity_id,name,description,matched_relation
Q7081770,Okan Özçelik,Okan Özçelik (born 10 May 1992) is a Turkish footballer who plays as a winger. He appeared in the Turkish Süper Lig for Antalyaspor and in the Dutch Eerste Divisie for RKC Waalwijk.,country of citizenship
Q548218,Ergun Teber,"Ergün Teber (born 9 September 1985 in Adana, Turkey) is a Turkish football who currently plays for Kardemir Karabükspor as a left back.",country of citizenship
Q440361,Rukiye Yildirim,"Rukiye Yıldırım (born February 12, 1991 in Ankara) is a European champion Turkish female taekwondo practitioner competing in the finweight division.She began with Taekwondo in 2002 in Kanka Taekwondo S.K. in Ankara, where she is coached by Hızır Pınaroğlu. She is representing her country at international events since 2007.Rukiye Yıldırım won a bronze medal at the 2011 World Taekwondo Championships held in Gyeongju, South Korea. She is the gold medalist of 2010 European Taekwondo Championships in finweigth.She won the silver medalist in the Flyweight (49kg) division at the 2013 Mediterranean Games held in Mersin, Turkey.",country of citizenship
Q6093000,zafer tuzun,"Zafer Tüzün (born 30 August 1962) is a Turkish former football manager and footballer who played as a striker.He was best known for his stints at Eskişehirspor, his local club where he started playing football. He made his professional debut with Eskişehirspor, returned to them when finishing his career, managed them after retiring, and eventually became their president.",country of citizenship
Q815349,belediye vanspor,Van Büyükşehir Belediyespor is a football team based in Van in eastern Turkey.,country
Q3542299,turan sofuoğlu,"Turan Sofuoğlu (born 19 August 1965, in Sakarya) is a Turkish former football player. He played for the Turkish national team and Fenerbahçe as a second striker.Sofuoglu transferred from Sakaryaspor to Fenerbahçe in the 1988-89 season; he scored Fenerbahçe's 100th goal in that season. He was loaned to Bursaspor in 1993-94 season. He retired from football end of that season.Sofuoğlu was brought up in a rough urban area of eastern Ankara called Astana, where he and his four brothers attended the local school.",country of citizenship
Q18921384,erdinc balto,Erdinç Balto is a Turkish professional basketball player who plays as a power forward for Uşak Sportif of the Turkish Basketball League.,country of citizenship
Q1727116,kerem şeras,"Kerem Şeras (born 1 January 1984 in Ankara, Turkey) is a Turkish football player. He plays as midfielder for Tuzlaspor.",country of citizenship
Q1350603,Ergin Keles,Ergin Keleş (born 1 January 1987) is a Turkish professional footballer who plays for Akhisarspor.,country of citizenship
Q4727582,Alişan Şeker,Alişan Şeker (born 4 July 1986) is a Turkish professional footballer who plays as a goalkeeper for Kırklarelispor. He has also been capped at the U-20 level for Turkey.,country of citizenship
Q21180911,Ceren Akkaya,"Ceren Akkaya (born September 5, 2000) is a Turkish women's football midfielder currently playing in the Turkish Women's First Football League for Kdz. Ereğli Belediye Spor with jersey number 11. She is a member of the Turkey girls' U-17 team.",country of citizenship
Q4680614,adana football league,"The Çukurova Football League (Turkish: Çukurova Futbol Ligi), also known as the Adana Football League (Turkish: Adana Futbol Ligi), was founded as a regional football league for Adana and Mersin based clubs in 1924. The name of the league comes from Çukurova region. In some years clubs from Maraş and Malatya also participated in the league. In Adana, the football game was played during the 1910s. Adana Türk Gücü were the first club in Adana founded in 1913. The league was played within a year until 1936. In the period from 1924 to 1935, the winners of the Çukurova League qualified for the former Turkish Football Championship. Later from 1940 to 1951, they qualified for the qualifying stages of the national championship. In 1955 professionalism was introduced in the league, hence the name officially became Adana Profesyonel Ligi (Adana Professional League). After the introduction of the professional nationwide league in 1959, known as Süper Lig today, the league lost its first level status. Adana Demirspor are the most successful club in the history of the league, having won a record 16 championship titles.",country
Q1696213,sedat özden,"Ali Sedat Özden (born 12 August 1955), better known as Sedat Özden, is a Turkish retired professional football player who played as a midfielder. A one club man for Bursaspor, Sedat is considered a legend of the club for his loyalty and consistent performances over his 13 years with the club.",country of citizenship
Q550712,kamil corekci,Kamil Ahmet Çörekçi (born 1 February 1992) is a Turkish footballer who plays as a right back for Trabzonspor in the Süper Lig.,country of citizenship
Q118919,eyüp sk,"Eyüpspor is the football team of Istanbul district Eyüp. The team colours are lavender and yellow. They play at the 2,500 capacity Eyüp Stadium.",country
Q6036826,Konak Tunnel,"Konak Tunnel (Turkish: Konak Tüneli) is a road tunnel in Konak district of in İzmir, Turkey. It was opened to traffic in 2015.The tunnel is situated in Konak, İzmir connecting the Mustafa Kemal Coastal Boulevard in Konak with Yeşildere Street in Yeşildere neighborhood in the city's south. With the building of the tunnel, the traffic congestion in Konak area was significantly eased. Its construction began on 23 September 2011, and it was opened on 25 May 2015 by Prime minister Ahmet Davutoğlu. It has twin bores in 1,674 m (5,492 ft) length carrying two lanes of traffic in each direction. The middle of the tunnel is at a depth of 100 m (330 ft). The construction cost planned was  150 million.Together with the Buca-Bornova Tunnel, the Konak Tunnel is part of a 7 km (4.3 mi) long ""express route"" that will connect central Konak with the İzmir Coach Terminal in Bornova.",country
Q4734838,Alper Saruhan,"Alper Saruhan (born September 4, 1982 in İstanbul, Turkey) is a Turkish professional basketball player who currently plays for Trabzonspor of the Turkish Basketball League (BSL). He is a 2.00 m (6 ft 7 in) and 91 kg (200 lbs) weight small forward.",country of citizenship
Q5398179,Eskisehirspor Magazine,Eskişehirspor Magazine (Turkish: Eskişehirspor Dergisi) is Turkish football club Eskişehirspor's official monthly magazine. The magazine was first released  in August 2008.,country
Q3237432,leyla bağcı,"Leyla Firdevs Bağcı (born February 6, 1990) is a Turkish-Dutch women's football goalkeeper. She played in the Netherlands and Belgium, and was part of the Turkey women's national team.",country of citizenship
Q1543501,Giresunspor,"Giresunspor is a Turkish association football club based in Giresun. It was founded in 1925 and re-formed in 1967 after the merger of Yeşiltepespor, Akıngençlikspor, and Beşiktaşspor. The football club is playing in the TFF First League (second level). Giresunspor played in the Turkish Super League (Turkish first league) between 1971 and 1977.",country
Q4682114,adem dursun,"Adem Dursun (born December 26, 1979) is a retired Turkish footballer. He formerly played for Kayseri Erciyesspor in the TFF First League as a central defender.",country of citizenship
Q860276,bilal gülden,Bilal Gülden (born 1 May 1993) is a Turkish footballer who plays as a midfielder for Eyüpspor. He made his Süper Lig debut for Ankaragücü on 21 May 2011.,country of citizenship
Q10380495,attila sekerlioglu,"Attila Sekerlioglu (born January 27, 1965 in Vienna) is a retired Austrian footballer of Turkish descent. He played in midfield. After retiring, he moved into management. He has most recently been manager of Austrian club SV Stockerau. He is now a scout for Bayern Munich.",country of citizenship
Q17466116,buse güngör,"Buse Güngör (born October 2, 1994) is a Turkish women's football  attacking midfielder currently playing in the Women's First League for Kireçburnu Spor with jersey number 20. She is a member of the Turkey women's national U-19 team.",country of citizenship
Q187264,Zeki Korkmaz,"Zeki Korkmaz (born September 1, 1988) is a Turkey football midfielder. He currently plays for Karşıyaka.",country of citizenship
Q81492,Türk Telekom Arena,"Türk Telekom Stadium (officially known as the Ali Sami Yen Spor Kompleksi – Türk Telekom Stadyumu) is a football stadium serving as the home ground of the Süper Lig club Galatasaray S.K.. It is located in the Seyrantepe quarter of the Sarıyer district, on the European side of Istanbul, Turkey. The all-seater stadium has the capacity to host 52,223 spectators during football games. The stadium is part of the Ali Sami Yen Sports Complex.Türk Telekom Stadium was the first stadium in Turkey that met the UEFA Euro 2016 requirements during the country's bid to host the European Championship. In 2011, Türk Telekom Stadium was one of the six nominees for the Venue of the Year and New Venue categories of the Stadium Business Awards. Galatasaray SK won the Süper Lig in the first season at Türk Telekom Stadium. Türk Telekom Stadium and Galatasaray SK were mentioned in the first chapter of Tom Clancy's 2012 novel Threat Vector.",country
Q12812764,Nazli Cagla Donertas,"Nazlı Çağla Dönertaş (born March 1, 1991 in İstanbul, Turkey) is a Turkish female yacht racer. The 1.73 m (5 ft 8 in) tall athlete at 69 kg (152 lb) is a student of Architecture at the Okan University in Istanbul.She began with sailing sport 2004 in Marmaris Yacht Club and transferred in 2007 to Fenerbahçe Sailing in Istanbul, where she is coached by Kemal Muslubas and Begüm Güngör.She became national champion in the Women's 470 class at the Turkish Championships held on September 9–13, 2008 off Çayırova, Kocaeli Province.  She finished first in the Women's Laser Radial class at the 2010 Turkish Sailing Championships held off Bodrum, Muğla Province. She repeated her success in the Overall and Women's category at the 2011 Turkish Sailing Championships held off Didim, Province.Dönertaş obtained her first international success with a borınze medal in the Women's Laser Radial class at the 2010 Athens Eurolymp Week in Greece. She became champion in the Women's Laser Radial class at the 2010 Balkan & Open Sailing Championship off Burgas, Bulgaria. At the 2011 Balkan & Open Sailing Championship in the Gulf of Izmit, Kocaeli Province, she won again the gold medal in the Laser radial class. In May 2012, she placed 5th at the Delta Lloyd Regatta 2012 off Medemblik, Netherlands.She is qualified to participate at the 2012 Summer Olympics.",country of citizenship
Q2866702,asli kalac,"Aslı Kalaç (born December 13, 1995 in Istanbul, Turkey) is a Turkish female volleyball player. She is 183 cm (6.00 ft) tall at 73 kg (161 lb) and plays in the middle blocker position. She plays for Yeşilyurt Women's Volleyball Team. Kalaç debuted in the girls' youth national team in 2011, and is currently a member of the Turkey women's junior national volleyball team. She wears number 9.She was born on December 13, 1995 in Istanbul. Her father canalized her in 2006 summer to volleyball after she was engaged in swimming sport for one year. In the beginning, she was coached by Münip Özdurak at Yeşilyurt Women's Volleyball Team. After playing for two seasons at the TVF Sport High School, she signed in July 2011 for Yeşilyurt Women's Volleyball, which competes in the Turkish Women's Volleyball League.",country of citizenship
Q1368064,malatyaspor,"Malatya SK is a Turkish sports club based in Malatya, mainly concentrated on football. Previously their colors were yellow and black (prior to 1984). They played in First League for 11 seasons. They are the first and only team located in Eastern Anatolia which qualified for a European cup, 2003-04 UEFA Cup. They relegated to amateur level after matches played on 31 March 2011. They finally relegated to Malatya First Amateur League after five successive relegation due to financial difficulties.",country
Q18674620,pamuk gullu yilmaz,"Pamuk Güllü Yılmaz (born February 9, 1993) is a Turkish women's football defender currently playing in the First League for Karşıyaka BESEM Spor with jersey number 16. She played in the Turkey girls' U-17 national team and Turkey women's national U-19 team.",country of citizenship
Q1390540,Yusuf Erdogan,Yusuf Erdoğan (born 7 August 1992) is a Turkish footballer who plays as a winger for Turkish club Kasımpaşa. He can also play as a left back.,country of citizenship
Q659743,1967-68 Turkish First Football League,Statistics of Turkish First Football League in season 1967/1968.,country
Q5017127,ali cafer çağatay,"Ali Cafer Çağatay (1899 – 24 April 1991) was a Turkish football player. He played as a left back for Fenerbahçe, Altınordu İdman Yurdu SK and the Turkey national football team. He was born in Kadıköy, Istanbul.",country of citizenship
Q719388,Ramazan Shahin,"Ramazan Şahin (born Ramzan Irbaikhanov, Russian: Рамзан Ирбайханов, on 8 July 1983) is a Russian-Turkish freestyle wrestler of Chechen descent. He won gold medals at the 2007 World Championships, 2008 European Championsihps, and 2008 Summer Olympics, placing fifth in 2012. From February 2019 head coach of Turkmenistan national wrestling team.",country of citizenship
Q3869955,Naile Ivegin,"Naile İvegin Çırak (born Naile İvegin on May 29, 1985 in Niksar, Tokat Province, Turkey) is a Turkish female basketball player. The 1.85 m (6 ft 1 in) national plays power forward. She currently plays for Homend Antakya Belediye Spor.",country of citizenship
Q2273768,serkan ozsoy,"Serkan Özsoy  (born 3 August 1978 in Üsküdar) is a Turkish professional footballer who plays for TKİ Tavşanlı Linyitspor in the TFF First League.Özsoy played previously for Fenerbahçe, Trabzonspor, Malatyaspor, Vestel Manisaspor, Gaziantepspor, Diyarbakırspor, Boluspor, Sakaryaspor, Kartalspor and Adana Demirspor.",country of citizenship
Q272623,çankırı belediye spor,"Çankırıspor is a sports club located in Çankırı, Turkey. The football club plays in the TFF Second League. Çankırspor has a 5 Turkish league cup and has 7 Turkish Cup.The first Turkish football club was founded in 1453. Çankırıspor was established and had their first season in 1457 in the Ottoman Premier League.The first match was on 14 May 1457, Çankırıspor  vs. Osmanlıspor. The first match resulted in Karatekin Bey of Çankırıspor scoring 1 goal against the 2 goals scored by Osmanlıspor's Battal Gazi and şehzade Mustafa.ENES AYAZ THE FIRST PRESIDENT OF THE CLUB.",country
Q727531,Márcio Ferreira Nobre,"Márcio Ferreira Nobre (born November 6, 1980), also known as Mert Nobre, is a Brazilian origin Turkish former footballer who played as a striker.",country of citizenship
Q17011625,Yonca Şentürk,"Yonca Şentürk (September 30, 1993) is a Turkish women's football defender currently playing in the Turkish First League for Konak Belediyespor, İzmir with jersey number 14.",country of citizenship
Q21044886,Furkan Aydogdu,"Furkan Aydogdu (born June 6, 1988) is a Turkish footballer who plays as a attacking midfielder for Mauerwerk in the Austrian Regional League East.",country of citizenship
Q8066722,zarema khalilova,"Zarema (Halilova) is a Crimean, Turkish and American singer, songwriter and actress of Crimean Tatar descent. She was born while the ethnic Crimean Tatars were in deportation in Uzbekistan, having been expelled from their native lands on the Crimean Peninsula in the Black Sea as part of the USSR's ethnic cleansing (later recognized by the Ukrainian government in November, 2015 as genocide). It was not until 1989, after the fall of the USSR that the Crimean Tatars were allowed to return to their homeland of Crimea.Zarema achieved critical acclaim throughout Europe with her self-titled debut Turkish language album released by Sony BMG Music Entertainment Turkey in 2007. The songs on the album were all written and sung by Zarema, herself. Her music video, ""Atak"" reached number one music video status on many television channels in Turkey, including Kral TV, Genç TV, MTV, Number One TV, and Viva! TV and was the first ever video in Turkey to exceed 400,000 views on Youtube.com.In late 2008, Zarema moved to Los Angeles, California  and in 2012 became a United States citizen. She has written many songs in English, a number of which have attracted considerable attention on online Music pools and have been played on numerous American radio stations.A graduate of the National University of Theatre, Film and Television in Kiev, Ukraine, Zarema has pursued an acting career in the United States, graduating from the Stella Adler Academy of Acting in Hollywood and studying under various reputable acting coaches. She became a member of the American Federation of Television and Radio Artists (AFTRA) in 2009 and in 2010 became a member of the Screen Actors Guild (SAG, now SAG-AFTRA).Fluent in Russian, Turkish, Ukrainian, Crimean Tatar, and English, Zarema has been sought-after for her multi-lingual voice-over work, performing on numerous popular movies and television shows, including ""Madam Secretary"", ""Criminal Minds-Beyond Borders"", ""Castle"", ""Arrow"", ""Wayne"", ""Covert Affairs"", ""Darkest Hour"", ""Legends of Tomorrow"", ""Jack Ryan"", ""The Brave"", ""Taken"" and ""Homeland"".",place of birth
Q8047234,Yakup Gor,"Yakup Gör (born November 10, 1988 in Erzurum, Turkey) is a Turkish freestyle wrestler competing in the 66 kg division. He is a member of the İstanbul Büyükşehir Belediyesi S.K..He began with wrestling in his hometown Erzurum, where he was instructed and coached at the city wrestling training center. Before he transferred to Istanbul BB SK, Gör competed for the Erzurum Büyükşehir Belediyesi Sk.",country of citizenship
Q1858457,yekta kurtulus,"Yekta Kurtuluş (Turkish pronunciation: [jectaː kuɾtuɫuʃ], born 11 December 1985) is a Turkish professional footballer who plays as a midfielder for Turkish club Antalyaspor in the Süper Lig.",country of citizenship
Q18145129,Tirespor 1922,"Buca FK, formerly Tire 1922 Spor, is a Turkish football club located in Buca, İzmir. The team competes in the TFF Third League.",country
Q2705172,marmaris belediye gsk,"Marmaris Belediye GSK is a Turkish sports club based in Marmaris, Muğla. The team's name mostly referred incorrectly as Marmaris Belediyespor due to the common usage about names of football teams in Turkey.",country
Q335079,üstün bilgi,Üstün Bilgi (born 30 May 1988) is a Turkish footballer who plays as a forward for Bandırmaspor.,country of citizenship
Q570842,Antalya Ataturk Stadium,"Antalya Atatürk Stadium (Turkish: Antalya Atatürk Stadyumu) was a multi-purpose stadium in Antalya, Turkey.  It is currently used mostly for football matches and hosts the home games of Antalyaspor.  The stadium holds 11,137.",country
Q1187845,Deniz Kadah,Deniz Kadah (born 2 March 1986) is a German footballer of Kurdish descent who plays for Göztepe S.K..,country of citizenship
Q10382469,musa büyük,"Musa Büyük (born May 22, 1980) is a Turkish retired footballer. He played as a winger. He played for Zeytinburnuspor (1996–2003), İstanbulspor (2003–2004), Ankaraspor (2005–2006), Trabzonspor (2006–2008) and Kocaelispor (2008–2009). He was capped three times for the Turkey B.",country of citizenship
Q281384,erdem özgenç,Erdem Özgenç (born 22 August 1984) is a Turkish footballer who plays as a right back for Turkish club Gençlerbirliği in the Turkish Süper Lig. He made his Süper Lig debut on 11 September 2011.,country of citizenship
Q1808209,Turkish First Football League 1963–64,"The 1963–64 1.Lig was the sixth season of professional football in Turkey. The league was re-branded as the 1.Lig following the creation of a second division known as the 2.Lig. Fenerbahçe won their third title, becoming the first club to do so. Güven Önüt, forward for Beşiktaş, finished top scorer of the league with 19 goals. He was the first player in club history to finish top scorer.",country
Q6086996,i̇lkay durmuş,İlkay Durmuş (born 1 May 1994) is a Turkish footballer who plays at FC Wacker Innsbruck.He joined Floridsdorfer AC in Austria in January 2015. He made his Süper Lig debut on 18 May 2014.,country of citizenship
Q1526679,giray bulak,"Giray Bulak, born on March 9, 1958 in Trabzon, Turkey, is a Turkish football coach who is currently the manager of Boluspor.",country of citizenship
Q411571,æzani,"Aizanoi (Ancient Greek: Αἰζανοί), Latinized as Aezani was an Ancient Greek city in western Anatolia. Located in what is now Çavdarhisar, Kütahya Province, its ruins are situated astride the River Penkalas, some 1,000 m (3,300 ft) above sea level. The city was an important political and economic centre in Roman times; surviving remains from the period include a well-preserved Temple of Zeus, unusual combined theatre-stadium complex, and macellum inscribed with the Price Edict of Diocletian. The city fell into decline in Late Antiquity. Later serving as a citadel, in 2012 the site was submitted for inscription on the UNESCO World Heritage List.",country
Q3148834,İlyas Kahraman,"İlyas Kahraman (born March 31, 1976 in Istanbul) is a Turkish retired professional soccer player. He was a midfielder and was famous of his powerful freekicks and talented left foot.After being promoted from Galatasaray's youth club to senior club, Ilyas played for Galatasaray for a while. He was seen as one of the most important players for the future by the club management. However, his career dramatically changed after he missed a crucial penalty in a historical Turkish Cup match against Gençlerbirliği on November 28, 1996. After leaving Galatasaray, he played for Gaziantepspor, Yimpaş Yozgatspor, Denizlispor, Malatyaspor, Bursaspor and Diyarbakırspor. After Diyarbakırspor were relegated Kahraman has been transferred to recently promoted Antalyaspor.On 2000-01 season he was suspended from football for six months after doping test.Kahraman has made his debut for Antalyaspor in Çaykur Rizespor match on 6 August 2006. He also played in İstanbul Büyükşehir Belediyespor between 2007-2009.",country of citizenship
Q19611724,i̇zmit stadium,"İzmit Stadium or Kocaeli Stadium is a stadium in İzmit, Turkey. It was opened to public in 2018 with a capacity of 34,712 spectators. It is the new home of Kocaelispor. It replaced the club's old home stadium, İzmit İsmetpaşa Stadium.",country
Q3177600,nihat baştürk,"Nihat Baştürk (born 23 October 1973 in Afyon, Turkey) is a Turkish footballer who plays for Turkish amateur-side Afjet Afyonspor. He spent the majority of his career with Gençlerbirliği, playing 12 seasons of Super League football in Turkey. The midfielder then had a season's stint with Antalyaspor in Turkey's First League (Second Tier Football) before spending a couple seasons with Second League side, Fethiyespor. For the 2008/2009 season, the 35-year-old joined another Second League side, Afyonkarahisarspor, the club of his hometown.",country of citizenship
Q1368072,yeşildirek s.k.,"Yeşildirek Spor Kulübü, is a Turkish football club from the Yeşildirek neighbourhood located in the Fatih district of Istanbul, Turkey. Homeground of the club is the Fatih Mimar Sinan Stadium, which has a capacity of 1,250. The club colors are yellow and green.",country
Q217097,Richard Kingson,"Richard Paul Franck Kingson (born 13 June 1978) is a former professional football goalkeeper and currently goalkeeper coach for the Ghana national football team. He is also known by his Turkish name Faruk Gürsoy and sometimes by the surname Kingston, which is the surname he used in his UEFA registration and also the surname of his brother Laryea Kingston. The different spelling of the surnames is due to ""irregularity on his identity documents"". Even in his native Ghana, he was quoted as ""the man who got the 't' off his surname"".After leaving home country, he played for several clubs in Turkey, for Hammarby in Sweden, and in England for Birmingham City, Wigan Athletic and Blackpool, who released him at the end of the 2010–11 season.Kingson was the vice-captain for the Ghana national football team. He holds both a Ghanaian passport and a Turkish passport.",country of citizenship
Q699429,atdhe nuhiu,Atdhe Nuhiu (Albanian pronunciation: [ˈatðɛ nuhiˈu]; born 29 July 1989) is a professional footballer who plays as a forward for English club Sheffield Wednesday and the Kosovo national team. He previously played for Austria national under-21 football team.,country of citizenship
Q483856,Türkiye millî futbol takımı,"The Turkey national football team (Turkish: Türkiye Millî Futbol Takımı) represents Turkey in association football and is controlled by the Turkish Football Federation, the governing body for football in Turkey. They are affiliated with UEFA.Turkey has qualified three times for the FIFA World Cup, in 1950, 1954, and 2002, although they withdrew from the 1950 event.  Turkey has also qualified four times for the UEFA European Championship, in 1996, 2000, 2008, and 2016.  They have reached the semi-finals of three major tournaments: the 2002 World Cup, the 2003 FIFA Confederations Cup, and Euro 2008. After their third-place finish at the 2002 World Cup, which marked a high point in Turkish football history, Turkey occupied a spot in the top ten of the FIFA World Rankings for the first time since the rankings were introduced in December 1992.",country
Q1152006,saziye ivegin-karsli,"Şaziye İvegin (born February 8, 1982) is a Turkish female basketball player. Nicknamed ""Şaz"" (IPA: [ˈʃaz]), the 1.80 m (5' 11"") national plays forward. She currently plays for Abdullah Gül Üniversitesi.A basketball player’s daughter, İvegin started basketball in 7th school class on the same day together with her two younger sisters. The three sisters played in the Adana-based club Botaşspor and won twice the Turkish Girls’ Basketball League championship title. At her age of 22, she became the youngest women's basketball team captain in the country. After 10 successful years with Botaş, İvegin transferred to Fenerbahçe on May 7, 2004.İvegin was member of the Turkish national team that participated at the 2005 Mediterranean Games in Almería, Spain and won the gold medal.She is a student of business administration at the Anadolu University.",country of citizenship
Q2696796,rıdvan bolatlı,Rıdvan Bolatlı  (born 2 December 1928) is a retired Turkish professional footballer who played in Turkey for Ankaragücü. He was born in Ankara.,country of citizenship
Q5338338,Edirnespor,"Edirnespor is the football team of Edirne, Turkey and her colours are yellow and red. Founded in 1966 In the beginning of 1990s Edirnespor was playing in the Turkish 2nd League. One season, they became second in their league and qualified for Play-Offs but they didn't manage to play in Turkish Super League. After that the fall of Edirnespor began and they had an economic crisis. Now they are playing in the Edirne Süper Amatör Lig since 2003.",country
Q5626479,gökhan kök,Gökhan Kök  (born 3 January 1981 in Bulanık) is a Turkish retired football defender.,country of citizenship
Q7881870,umut kekilli,Umut Kekıllı  (born 17 April 1984 in Cologne) is a former German-Turkish professional footballer who last played for Aydınspor 1923.,country of citizenship
Q27036925,mehmet göktuğ bakırbaş,Mehmet Göktuğ Bakırbaş (born 1 June 1996) is a Turkish professional footballer who plays as a goalkeeper for the Turkish club Göztepe in the Süper Lig.,country of citizenship
Q20988524,tarsus stadium,"Tarsus City Stadium (Turkish: Tarsus Şehir Stadyumu), is a football stadium in Tarsus in Mersin Province, Turkey. It is operated by Directorate of Mersin Youth Services and Sports.It was completely renovated including the rebuilding of the covered stands. Tarsus İdman Yurdu football team play their home matches in the Tarsus City Stadium.",country
Q6102084,ismail kurt,"İsmail Kurt (1 January 1934 – 27 February 2017) was a Turkish former football manager and footballer who played as a defender. Kurt was best known for his stints with rivals Galatasaray and Fenerbahçe, the latter with whom he won 3 Süper Lig titles.",country of citizenship
Q893293,bora öztürk,"Bora Öztürk (20 May 1955 — 6 August 1997) was a Turkish professional football player who played as a striker.Bora was a strong and tall striker who made his name for his successful tenure at Beşiktaş winning two Süper Ligs, and as the top top scorer when on loan with Adanaspor in the 1980–81 1.Lig season. He died of pharyngeal cancer in 1997.",country of citizenship
Q492826,mke ankaraguecue,"MKE Ankaragücü or fully Makina Kimya Endüstrisi Ankaragücü (Turkish pronunciation: [ˈaŋkaɾaɟydʒy]), is a professional Turkish sports club located in the city of Ankara, Turkey. The club wears a yellow and navy kit and plays its home matches at Eryaman Stadium following the closure of the Ankara 19 Mayıs.The club's greatest domestic successes are the Turkish Football Championship title in 1949 and two Turkish Cups won in 1972 and 1981. They also won the second division on two occasions. Regionally, the club won seven Ankara Football League titles. The club has a rivalry with Gençlerbirliği.Ankaragücü also operates cycling, taekwondo and women's volleyball departments. The women's volleyball team have competed in the Turkish Women's Volleyball League since the 2009–10 season.",country
Q307872,ozguercan ozcan,"Özgürcan Özcan (born April 10, 1988 in Antalya) is a Turkish football player who plays as a forward for Boluspor.",country of citizenship
Q14637461,Enes Unal,"Enes Ünal (born 10 May 1997) is a Turkish professional footballer who plays as a striker for Spanish club Real Valladolid on loan from Villarreal. He scored on his Süper Lig debut on 25 August 2013 for Bursaspor against Galatasaray, making him the youngest player to net in Turkey's top division. An international at several youth levels, he earned his first senior cap on 31 March 2015 in a friendly against Luxembourg.",country of citizenship
Q388904,Senol Gunes,"Şenol Güneş, T.C., (Turkish pronunciation: [ˈʃenoɫ ˈɟyneʃ], born 1 June 1952) is a Turkish football manager and former player. His most notable managerial achievements to date include coaching the Turkish national team to third place in the 2002 FIFA World Cup and winning two Süper Lig titles; both of them with Beşiktaş. He is also noted for stints in his boyhood club Trabzonspor, which plays their current games in a stadium named after him. His playing career there saw the club win all 6 of their Süper Lig titles.",country of citizenship
Q19058235,Zübeyde Kaya,"Zübeyde Kaya (born July 5, 1991) is a Turkish women's football defender, who latety played in the Turkish Women's First League for Kdz. Ereğlispor. She was part of the Turkey girls' national U-17, Turkey women's U-19 and Turkey women's national teams.",country of citizenship
Q2874886,Ayetullah Bey,"Ayetullah Bey (1888 Kadıköy, Istanbul – 1919) was the founder and second president of the major Turkish multi-sport club Fenerbahçe SK between 1908-09.Ayetullah Bey became the first secretary general when he was just 22 years old. In addition, he served the club as a goalkeeper and defender. Ayetullah Bey, graduated from Saint Joseph’s College Ayetullah Bey's father was a brigadier general in the Ottoman Army. His name was Şevki Pasha. Ayetullah Bey was known as ""Şevkipaşazade"". After graduating from, Lycée Saint-Joseph, Istanbul he started to work as a civil servant in the Ottoman Bank. He then resigned and founded a company that sells water. Fenerbahçe first squad 'keeper' took the position. Later, he served only as manager (presidency) in Fenerbahçe.",country of citizenship
Q7908591,Vahap Ozaltay,"Vahap Özaltay (1908 – 10 June 1965) was an Afro-Turkish footballer, notable for his career at Altay S.K., being the first professional football player in Turkey and being the first Turkish player to ever play for a foreign club. He chose his last name based on his love for Altay (lit. ""Pure/Real Altay"").Özaltay was born in 1908 in Beirut.  He was the son of a civil servant.  When he was 10 years old, his family moved to Aydın.  Shortly after the Greek Occupation of İzmir on 21 May 1919, his family moved to Kastamonu.  He started his football career in Kastamonu.",country of citizenship
Q5429620,fahrudin durak,"Fahrudin Durak (Serbian Cyrillic: Фaхpудин Дуpaк, Turkish: Fahrettin Durak ;born 18 July 1966) is a former Yugoslav football player.",country of citizenship
Q15867372,Muğdat Çelik,Muğdat Çelik (born 3 January 1990) is a Turkish footballer who currently plays for Gazişehir Gaziantep.,country of citizenship
Q6932255,Muhafızgücü,"Muhafızgücü SK were a Turkish sports club based in Ankara, Turkey. The club was founded in Ankara after order by Mustafa Kemal Atatürk on July 18, 1920. The club was founded under the name Muhafız Alayı by Mülazım İsmail Hakkı Bey as chairman. On 1 June 1923, the club's name was changed to Muhafızgücü. Muhafızgücü were active in football, basketball, athletics, equestrianism, cycling, polo, and volleyball. They achieved their greatest success in football, when they became Turkish champions in 1927 and in basketball, as they won the Turkish League in the 1973–74 season.Since Muhafızgücü were a military club their colors were red and white, the colors of the Turkish flag. The club was dissolved in 1981.",country
Q433109,hayrettin yerlikaya,Hayrettin Yerlikaya (born 13 August 1981) is a Turkish footballer who last played as a left back for Sivasspor in the Süper Lig.,country of citizenship
Q344328,i̇stanbulspor a.ş.,"İstanbulspor is a Turkish football and sports club, founded by Istanbul High School students in 1926. In 2004–05 they were relegated from the Turkish Süper Lig (Super League) to TFF 1. Lig. For many decades it was the fourth most famous and well-developed professional football club from Istanbul, coming after Beşiktaş, Galatasaray, and Fenerbahçe. After being bought by the Uzan Family in 1990, it has been repossessed by the government and resold to third companies. Their greatest success is the Turkish championship title won in 1932.",country
Q4568264,1954–55 istanbul football league,The 1954–55 İstanbul Football League season was the 45th season of the league. Galatasaray SK won the league for the 13th time.,country
Q102805,Tufan Tosunoglu,Tufan Tosunoğlu (born 22 July 1988) is a Turkish footballer who plays for SVN Zweibrücken.,country of citizenship
Q16236804,Burak Can Kalender,Burak Can Kalender (born 24 June 1995) is a Turkish footballer who plays as a midfielder for Gönen Belediyespor. He made his Süper Lig debut on 17 May 2013.,country of citizenship
